Tipo,Cargo u oficio por entrevistados,NIVEL,PROGRAMA,MUNICIPIO,TOTAL_MATRICULADOS_2017,TOTAL_MATRICULADOS_2018,VARIACION_PORCENTUAL_2018_2017
ALTA ROTACIÓN,INGENIERO DE DESARROLLO,POSGRADO,MAESTRÍA EN GESTIÓN Y DESARROLLO DE PROYECTOS DE SOFTWARE,MANIZALES,41,48,0.1707
CRÍTICO,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA ELECTRÓNICA,BUCARAMANGA,2787,2616,-0.0614
ALTA DEMANDA,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA ELECTRÓNICA,BUCARAMANGA,2787,2616,-0.0614
ALTA ROTACIÓN,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA ELECTRÓNICA,BUCARAMANGA,2787,2616,-0.0614
CRÍTICO,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA ELECTRÓNICA,BOGOTÁ,11772,10896,-0.0744
ALTA DEMANDA,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA ELECTRÓNICA,BOGOTÁ,11772,10896,-0.0744
ALTA ROTACIÓN,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA ELECTRÓNICA,BOGOTÁ,11772,10896,-0.0744
CRÍTICO,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
ALTA DEMANDA,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
ALTA ROTACIÓN,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
CRÍTICO,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,PEREIRA,2795,2683,-0.0401
ALTA DEMANDA,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,PEREIRA,2795,2683,-0.0401
ALTA ROTACIÓN,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,PEREIRA,2795,2683,-0.0401
CRÍTICO,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,ARMENIA,1304,1541,0.1817
ALTA DEMANDA,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,ARMENIA,1304,1541,0.1817
ALTA ROTACIÓN,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,ARMENIA,1304,1541,0.1817
CRÍTICO,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BUCARAMANGA,3333,3525,0.0576
ALTA DEMANDA,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BUCARAMANGA,3333,3525,0.0576
ALTA ROTACIÓN,INGENIERO DE IMPLEMENTACIÓN,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BUCARAMANGA,3333,3525,0.0576
CRÍTICO,INGENIERO DE MERCHANDISING,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MEDELLÍN,8307,9279,0.117
ALTA DEMANDA,INGENIERO DE PRUEBAS DE SOFTWARE,TÉCNICO,TÉCNICO EN SISTEMAS,BOGOTÁ,0,0,0
ALTA DEMANDA,INGENIERO DE PRUEBAS DE SOFTWARE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
ALTA DEMANDA,INGENIERO DE PRUEBAS DE SOFTWARE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
CRÍTICO,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,MEDELLÍN,6178,4750,-0.2311
ALTA DEMANDA,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,MEDELLÍN,6178,4750,-0.2311
ALTA ROTACIÓN,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,MEDELLÍN,6178,4750,-0.2311
CRÍTICO,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,BOGOTÁ,14217,15000,0.0551
ALTA DEMANDA,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,BOGOTÁ,14217,15000,0.0551
ALTA ROTACIÓN,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,BOGOTÁ,14217,15000,0.0551
CRÍTICO,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN DESARROLLO DE SISTEMAS INFORMÁTICOS,BUCARAMANGA,1210,1209,-0.0008
ALTA DEMANDA,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN DESARROLLO DE SISTEMAS INFORMÁTICOS,BUCARAMANGA,1210,1209,-0.0008
ALTA ROTACIÓN,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN DESARROLLO DE SISTEMAS INFORMÁTICOS,BUCARAMANGA,1210,1209,-0.0008
CRÍTICO,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,MANIZALES,1829,1291,-0.2941
ALTA DEMANDA,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,MANIZALES,1829,1291,-0.2941
ALTA ROTACIÓN,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,MANIZALES,1829,1291,-0.2941
CRÍTICO,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN,CALI,3407,3592,0.0543
ALTA DEMANDA,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN,CALI,3407,3592,0.0543
ALTA ROTACIÓN,INGENIERO DE SOPORTE,TECNÓLOGO,TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN,CALI,3407,3592,0.0543
CRÍTICO,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MEDELLÍN,8307,9279,0.117
ALTA DEMANDA,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MEDELLÍN,8307,9279,0.117
ALTA ROTACIÓN,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MEDELLÍN,8307,9279,0.117
CRÍTICO,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,MEDELLÍN,472,574,0.2161
ALTA DEMANDA,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,MEDELLÍN,472,574,0.2161
ALTA ROTACIÓN,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,MEDELLÍN,472,574,0.2161
CRÍTICO,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
ALTA DEMANDA,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
ALTA ROTACIÓN,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
CRÍTICO,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
ALTA DEMANDA,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
ALTA ROTACIÓN,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
CRÍTICO,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,BOGOTÁ,1362,2517,0.848
ALTA DEMANDA,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,BOGOTÁ,1362,2517,0.848
ALTA ROTACIÓN,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,BOGOTÁ,1362,2517,0.848
CRÍTICO,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BUCARAMANGA,3333,3525,0.0576
ALTA DEMANDA,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BUCARAMANGA,3333,3525,0.0576
ALTA ROTACIÓN,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BUCARAMANGA,3333,3525,0.0576
CRÍTICO,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,BUCARAMANGA,44,68,0.5455
ALTA DEMANDA,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,BUCARAMANGA,44,68,0.5455
ALTA ROTACIÓN,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,BUCARAMANGA,44,68,0.5455
CRÍTICO,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,CALI,4255,4464,0.0491
ALTA DEMANDA,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,CALI,4255,4464,0.0491
ALTA ROTACIÓN,INGENIERO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,CALI,4255,4464,0.0491
ALTA DEMANDA,JEFE DE SISTEMAS,TECNÓLOGO,TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,BOGOTÁ,14217,15000,0.0551
ALTA DEMANDA,JEFE DE SISTEMAS,TECNÓLOGO,TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,MEDELLÍN,6178,4750,-0.2311
ALTA DEMANDA,JEFE DE SISTEMAS,TECNÓLOGO,TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,BARRANQUILLA,3890,4009,0.0306
CRÍTICO,LIDER DE INFRAESTRUCTURA,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,MEDELLÍN,581,1082,0.8623
CRÍTICO,LIDER DE INFRAESTRUCTURA,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,BOGOTÁ,1571,1542,-0.0185
CRÍTICO,LIDER DE INFRAESTRUCTURA,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,BARRANQUILLA,333,220,-0.3393
CRÍTICO,LIDER DE INFRAESTRUCTURA,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
CRÍTICO,LIDER DE INFRAESTRUCTURA,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BARRANQUILLA,3198,3163,-0.0109
CRÍTICO,LIDER DE INFRAESTRUCTURA,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
CRÍTICO,LIDER DE INFRAESTRUCTURA,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MEDELLÍN,8307,9279,0.117
CRÍTICO,LIDER DE INFRAESTRUCTURA,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BUCARAMANGA,3333,3525,0.0576
CRÍTICO,LIDER E-COMERCE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
ALTA DEMANDA,LIDER E-COMERCE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
CRÍTICO,LIDER E-COMERCE,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,BOGOTÁ,1362,2517,0.848
ALTA DEMANDA,LIDER E-COMERCE,UNIVERSITARIO,INGENIERÍA DE SOFTWARE,BOGOTÁ,1362,2517,0.848
CRÍTICO,PROFESIONAL DE OPERACIONES,UNIVERSITARIO,INGENIERÍA ELECTRÓNICA,MANIZALES,236,304,0.2881
ALTA DEMANDA,PROFESIONAL DE OPERACIONES,UNIVERSITARIO,INGENIERÍA ELECTRÓNICA,MANIZALES,236,304,0.2881
ALTA ROTACIÓN,PROFESIONAL DE OPERACIONES,UNIVERSITARIO,INGENIERÍA ELECTRÓNICA,MANIZALES,236,304,0.2881
CRÍTICO,PROFESIONAL DE OPERACIONES,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
ALTA DEMANDA,PROFESIONAL DE OPERACIONES,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
ALTA ROTACIÓN,PROFESIONAL DE OPERACIONES,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
CRÍTICO,PROFESIONAL DE OPERACIONES,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
ALTA DEMANDA,PROFESIONAL DE OPERACIONES,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
ALTA ROTACIÓN,PROFESIONAL DE OPERACIONES,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
CRÍTICO,PROFESIONAL DE OPERACIONES,UNIVERSITARIO,INGENIERÍA ELECTRÓNICA,BOGOTÁ,11772,10896,-0.0744
ALTA DEMANDA,PROFESIONAL DE OPERACIONES,UNIVERSITARIO,INGENIERÍA ELECTRÓNICA,BOGOTÁ,11772,10896,-0.0744
ALTA ROTACIÓN,PROFESIONAL DE OPERACIONES,UNIVERSITARIO,INGENIERÍA ELECTRÓNICA,BOGOTÁ,11772,10896,-0.0744
CRÍTICO,PROGRAMADOR,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,PEREIRA,195,574,1.9436
ALTA DEMANDA,PROGRAMADOR,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,PEREIRA,195,574,1.9436
CRÍTICO,PROGRAMADOR,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,PEREIRA,195,574,1.9436
ALTA DEMANDA,PROGRAMADOR,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,PEREIRA,195,574,1.9436
CRÍTICO,PROGRAMADOR,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,MEDELLÍN,581,1082,0.8623
ALTA DEMANDA,PROGRAMADOR,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,MEDELLÍN,581,1082,0.8623
CRÍTICO,PROGRAMADOR,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,BOGOTÁ,1571,1542,-0.0185
ALTA DEMANDA,PROGRAMADOR,TECNÓLOGO,TECNOLOGÍA DE SOFTWARE,BOGOTÁ,1571,1542,-0.0185
CRÍTICO,PROGRAMADOR,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,PEREIRA,2795,2683,-0.0401
ALTA DEMANDA,PROGRAMADOR,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,PEREIRA,2795,2683,-0.0401
CRÍTICO,PROGRAMADOR,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BUCARAMANGA,3333,3525,0.0576
ALTA DEMANDA,PROGRAMADOR,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BUCARAMANGA,3333,3525,0.0576
CRÍTICO,PROGRAMADOR,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
ALTA DEMANDA,PROGRAMADOR,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
CRÍTICO,PROGRAMADOR,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
ALTA DEMANDA,PROGRAMADOR,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
CRÍTICO,PROGRAMADOR,UNIVERSITARIO,INGENIERÍA EN INFORMÁTICA,BOGOTÁ,289,304,0.0519
ALTA DEMANDA,PROGRAMADOR,UNIVERSITARIO,INGENIERÍA EN INFORMÁTICA,BOGOTÁ,289,304,0.0519
CRÍTICO,PROGRAMADOR,UNIVERSITARIO,INGENIERÍA EN INFORMÁTICA,MEDELLÍN,1267,2244,0.7711
ALTA DEMANDA,PROGRAMADOR,UNIVERSITARIO,INGENIERÍA EN INFORMÁTICA,MEDELLÍN,1267,2244,0.7711
CRÍTICO,PROGRAMADOR,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MEDELLÍN,8307,9279,0.117
ALTA DEMANDA,PROGRAMADOR,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MEDELLÍN,8307,9279,0.117
CRÍTICO,PROGRAMADOR,POSGRADO,SEGURIDAD INFORMÁTICA,MEDELLÍN,151,191,0.2649
ALTA DEMANDA,PROGRAMADOR,POSGRADO,SEGURIDAD INFORMÁTICA,MEDELLÍN,151,191,0.2649
CRÍTICO,PROGRAMADOR,POSGRADO,SEGURIDAD INFORMÁTICA,BOGOTÁ,1141,783,-0.3138
ALTA DEMANDA,PROGRAMADOR,POSGRADO,SEGURIDAD INFORMÁTICA,BOGOTÁ,1141,783,-0.3138
CRÍTICO,PROGRAMADOR,POSGRADO,BIG DATA,MEDELLÍN,0,0,0
ALTA DEMANDA,PROGRAMADOR,POSGRADO,BIG DATA,MEDELLÍN,0,0,0
CRÍTICO,PROGRAMADOR,POSGRADO,SEGURIDAD INFORMÁTICA,BUCARAMANGA,82,100,0.2195
ALTA DEMANDA,PROGRAMADOR,POSGRADO,SEGURIDAD INFORMÁTICA,BUCARAMANGA,82,100,0.2195
CRÍTICO,TÉCNICO DE MANTENIMIENTO,TÉCNICO,TÉCNICO EN SISTEMAS,BOGOTÁ,0,0,0
CRÍTICO,TÉCNICO DE MANTENIMIENTO,TÉCNICO,AUXILIAR DE SISTEMAS INFORMÁTICOS,CALI,0,0,0
CRÍTICO,TÉCNICO DE MANTENIMIENTO,TÉCNICO,TÉCNICO LABORAL EN SISTEMAS INFORMÁTICOS,BARRANQUILLA,0,0,0
CRÍTICO,TÉCNICO DE SISTEMAS,TÉCNICO,AUXILIAR DE SISTEMAS INFORMÁTICOS,CALI,0,0,0
CRÍTICO,TÉCNICO DE SISTEMAS,TÉCNICO,TÉCNICO EN SISTEMAS,BOGOTÁ,0,0,0
CRÍTICO,TÉCNICO DE SISTEMAS,TÉCNICO,TÉCNICO EN SISTEMAS,MEDELLÍN,909,1160,0.2761
CRÍTICO,TÉCNICO DE SISTEMAS,TECNÓLOGO,TECNOLOGÍA EN SISTEMAS DE INFORMACIÓN,CALI,3407,3592,0.0543
CRÍTICO,TÉCNICO DE SISTEMAS,TECNÓLOGO,TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,BOGOTÁ,14217,15000,0.0551
CRÍTICO,TÉCNICO DE SISTEMAS,TECNÓLOGO,TECNOLOGÍA EN ANÁLISIS Y DESARROLLO DE SISTEMAS DE INFORMACIÓN,MEDELLÍN,6178,4750,-0.2311
CRÍTICO,TÉCNICO DE SISTEMAS,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MEDELLÍN,8307,9279,0.117
CRÍTICO,TÉCNICO DE SISTEMAS,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
CRÍTICO,TÉCNICO DE SISTEMAS,UNIVERSITARIO,INGENIERÍA EN INFORMÁTICA,MEDELLÍN,1267,2244,0.7711
CRÍTICO,TÉCNICO DE SISTEMAS,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,CALI,4255,4464,0.0491
CRÍTICO,TÉCNICO DE SISTEMAS,UNIVERSITARIO,INGENIERÍA EN INFORMÁTICA,BOGOTÁ,289,304,0.0519
CRÍTICO,TÉCNICO DE SISTEMAS,UNIVERSITARIO,INGENIERÍA EN INFORMÁTICA,CALI,1066,1044,-0.0206
CRÍTICO,TÉCNICO DE SOPORTE,TÉCNICO,TÉCNICO EN SISTEMAS,BOGOTÁ,0,0,0
ALTA DEMANDA,TÉCNICO DE SOPORTE,TÉCNICO,TÉCNICO EN SISTEMAS,BOGOTÁ,0,0,0
ALTA ROTACIÓN,TÉCNICO DE SOPORTE,TÉCNICO,TÉCNICO EN SISTEMAS,BOGOTÁ,0,0,0
CRÍTICO,TÉCNICO DE SOPORTE,TÉCNICO,TÉCNICO LABORAL EN SISTEMAS INFORMÁTICOS,BARRANQUILLA,0,0,0
ALTA DEMANDA,TÉCNICO DE SOPORTE,TÉCNICO,TÉCNICO LABORAL EN SISTEMAS INFORMÁTICOS,BARRANQUILLA,0,0,0
ALTA ROTACIÓN,TÉCNICO DE SOPORTE,TÉCNICO,TÉCNICO LABORAL EN SISTEMAS INFORMÁTICOS,BARRANQUILLA,0,0,0
CRÍTICO,TÉCNICO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
ALTA DEMANDA,TÉCNICO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
ALTA ROTACIÓN,TÉCNICO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,MANIZALES,2124,2145,0.0099
CRÍTICO,TÉCNICO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BARRANQUILLA,3198,3163,-0.0109
ALTA DEMANDA,TÉCNICO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BARRANQUILLA,3198,3163,-0.0109
ALTA ROTACIÓN,TÉCNICO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BARRANQUILLA,3198,3163,-0.0109
CRÍTICO,TÉCNICO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
ALTA DEMANDA,TÉCNICO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
ALTA ROTACIÓN,TÉCNICO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
CRÍTICO,TÉCNICO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BUCARAMANGA,3333,3525,0.0576
ALTA DEMANDA,TÉCNICO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BUCARAMANGA,3333,3525,0.0576
ALTA ROTACIÓN,TÉCNICO DE SOPORTE,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BUCARAMANGA,3333,3525,0.0576
CRÍTICO,VENDEDOR DE TECNOLOGÍA,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
ALTA DEMANDA,VENDEDOR DE TECNOLOGÍA,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BOGOTÁ,25659,25226,-0.0169
CRÍTICO,VENDEDOR DE TECNOLOGÍA,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BUCARAMANGA,3333,3525,0.0576
ALTA DEMANDA,VENDEDOR DE TECNOLOGÍA,UNIVERSITARIO,INGENIERÍA DE SISTEMAS,BUCARAMANGA,3333,3525,0.0576
